date,AAN,AAN_acf,AAN_alpha,AAN_beta,AAN_ese,AAN_gamma,AAN_lower,AAN_m,AAN_sqe,AAN_sse,AAN_upper,Benchmark,Benchmark_acf,Benchmark_ese,Benchmark_lower,Benchmark_sqe,Benchmark_sse,Benchmark_upper,adj_close
2016-01-04,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,101.78376337716999
2016-01-05,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,99.233130863492
2016-01-06,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,97.29117201785299
2016-01-07,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,93.185040130307
2016-01-08,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,93.677775956812
2016-01-11,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,95.194629383506
2016-01-12,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,96.57622199508002
2016-01-13,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,94.093219888964
2016-01-14,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,96.151116576134
2016-01-15,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,93.842021232314
2016-01-19,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,93.38793135298599
2016-01-20,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,93.513530681311
2016-01-21,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,93.04011782839399
2016-01-22,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,97.986799067037
2016-01-25,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,96.07382468178001
2016-01-26,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,96.605206455463
2016-01-27,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,90.257609631657
2016-01-28,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,90.90492924687
2016-01-29,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,94.044912454993
2016-02-01,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,93.165717156719
2016-02-02,93.16764172116555,-1.88591448932155,0.9,0.08,0.0072554240024702565,0.0,85.305794729635,0.0,3.556673461032963,3.556673461032963,102.07584554703242,93.165717156719,-1.8839899248749958,0.0,94.044912454993,3.5494180370304926,3.5494180370304926,94.044912454993,91.281727231844
2016-02-03,91.47442492861836,1.614000333746631,0.8,0.08,-0.6591606961541912,0.0,84.96654203364648,0.0,2.6049970773342364,6.161670538367199,101.37406998234063,91.281727231844,1.806698030520991,0.0,93.165717156719,3.2641577734884275,6.81357581051892,93.165717156719,93.08842526236499
2016-02-04,91.95899599272384,1.873363752796152,0.4,0.09,2.9560532350633824,0.0,83.82052681518876,0.0,3.509491750290482,9.67116228865768,99.43353301988431,93.08842526236499,0.7439344831550017,0.0,91.281727231844,0.5534385152270994,7.367014325746019,91.281727231844,93.83235974552
2016-02-05,93.2815748539348,-1.9552967662148006,0.6000000000000001,0.09,-2.457259831591519,0.0,85.13502888169577,0.0,3.8231854439700568,13.494347732627737,99.70952907905848,93.83235974552,-2.506081657799996,0.0,93.08842526236499,6.280445275561576,13.647459601307595,93.08842526236499,91.32627808772
2016-02-08,91.96139796748864,0.3265161052013781,0.5,0.09,-0.8181310006333754,0.0,85.52812229022679,0.0,0.1066127669558774,13.600960499583614,100.42192758128927,91.32627808772,0.961635984970016,0.0,93.83235974552,0.9247437675892528,14.572203368896847,93.83235974552,92.28791407269001
2016-02-09,91.96207338425236,0.3064136988426327,0.5,0.09,0.09351194691369864,0.0,84.56192020550017,0.0,0.0938893548384236,13.694849854422039,99.35334378980576,92.28791407269001,-0.01942698959501854,0.0,91.32627808772,0.0003774079247249586,14.572580776821573,91.32627808772,92.268487083095
2016-02-10,91.98015293312586,-0.41103747546387126,0.5,0.09,-0.3201688642250873,0.0,84.55692172512602,0.0,0.16895180623571257,13.863801660657751,99.36166421630281,92.268487083095,-0.6993716254330025,0.0,92.28791407269001,0.4891206704607999,15.061701447282372,92.28791407269001,91.569115457662
2016-02-11,91.61599618352686,-0.6005499293318621,0.4,0.11,0.05411063075272737,0.0,84.70799416845256,0.0,0.3606602176205046,14.224461878278255,99.1010343973287,91.569115457662,-0.5536692034669954,0.0,92.268487083095,0.3065495868677772,15.36825103415015,92.268487083095,91.015446254195
2016-02-12,91.07946639327088,0.21767121005612466,0.5,0.1,-0.03196926048851083,0.0,84.38529100103143,0.0,0.04738075568729755,14.271842633965553,98.82421755477147,91.015446254195,0.28169134913200367,0.0,91.569115457662,0.07935001617580838,15.447601050325959,91.569115457662,91.297137603327
2016-02-16,90.97175778441111,2.8994559402998874,0.5,0.11,1.7809768710610285,0.0,84.19314509302657,0.0,8.406844749740305,22.678687383705856,97.95431126934164,91.297137603327,2.574076121383996,0.0,91.015446254195,6.625867878679276,22.073468929005237,91.015446254195,93.871213724711
2016-02-17,92.85768749152021,2.4511234632457928,0.6000000000000001,0.09,3.941320436212227,0.0,83.90268566145252,0.0,6.008006232074049,28.686693615779905,98.2610204232831,93.871213724711,1.4375972300550046,0.0,91.297137603327,2.066685795861822,24.14015472486706,91.297137603327,95.308810954766
2016-02-18,95.36251712129592,-1.860416198896914,0.8,0.06,0.19694729206249928,0.0,86.34007728231643,0.0,3.4611484331180415,32.14784204889795,100.99827580484063,95.308810954766,-1.8067100323669933,0.0,93.871213724711,3.2642011410555423,27.404355865922604,93.871213724711,93.50210092239901
2016-02-19,94.17663247671047,-0.8882284398604696,0.8,0.06,0.7432834024836162,0.0,87.88602588533819,0.0,0.7889497613769639,32.93679181027491,102.90927003843821,93.50210092239901,-0.21369688554901245,0.0,95.308810954766,0.045666358893347726,27.450022224815953,95.308810954766,93.28840403685
2016-02-22,93.45173767416199,0.6525999256930106,0.9,0.09,-0.2398609162235174,0.0,86.99918898109078,0.0,0.425886663014523,33.362678473289435,100.71903947497341,93.28840403685,0.8159335630050037,0.0,93.50210092239901,0.6657475792380404,28.115769804053993,93.50210092239901,94.104337599855
2016-02-23,94.20258982913114,-2.225507589966142,0.8,0.08,0.42766866341256193,0.0,86.9124382345953,0.0,4.952884032996906,38.31556250628634,100.30111770760874,94.104337599855,-2.1272553606900004,0.0,93.28840403685,4.525215369584344,32.640985173638335,93.28840403685,91.977082239165
2016-02-24,92.61295710030397,0.7337279053320316,0.7000000000000001,0.09,-1.337455098862098,0.0,87.33918273122676,0.0,0.5383566390629307,38.85391914534927,100.9813631416513,91.977082239165,1.3696027664710044,0.0,94.104337599855,1.8758117379250288,34.51679691156336,94.104337599855,93.346685005636
